EmployeeID,JobID,PersonalID,MonthlyIncome,DailyRate,HourlyRate,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
671,16,274,19513,1315,35,12,26,2,2,0,1,No
675,9,275,2773,604,69,20,3,2,2,2,2,No
677,1,127,7104,1216,39,12,6,5,0,1,2,No
679,33,212,6322,646,92,12,6,6,4,0,5,No
680,4,163,2083,160,71,20,1,1,0,0,0,No
682,1,276,8381,238,34,20,18,14,7,8,10,No
683,9,254,2691,1397,42,12,10,10,9,8,8,No
684,20,206,4286,306,100,14,5,1,1,0,0,Yes
686,3,205,2659,991,71,13,3,3,2,0,2,No
689,10,174,9434,482,36,15,10,10,7,7,8,No
690,1,277,5561,1176,62,14,6,6,0,1,2,No
691,33,63,6646,1017,82,13,17,17,11,11,8,No
692,59,278,7725,1296,30,23,15,13,11,4,7,No
698,70,279,10725,397,88,15,16,9,7,7,1,No
699,28,280,8847,913,48,11,13,3,2,0,2,No
700,9,25,2045,1115,54,13,5,4,2,1,1,No
701,9,11,1009,1362,32,11,1,1,0,1,1,Yes
702,4,281,3348,1076,70,11,10,10,8,9,7,Yes
704,11,174,1281,727,41,18,1,1,0,0,0,No
705,9,282,2819,885,58,16,5,3,2,0,2,No
707,1,283,4851,810,57,22,4,3,2,1,2,No
709,1,238,4028,243,46,20,8,7,7,0,5,No
710,4,117,2720,806,76,18,10,10,7,2,8,No
712,1,120,8120,817,56,12,12,2,2,2,2,No
714,20,284,4647,1410,71,20,6,6,5,0,4,No
715,9,33,4680,1225,80,17,4,1,0,0,0,No
716,3,4,3221,1207,74,11,20,20,8,3,8,No
717,17,258,8621,1442,46,14,9,8,7,7,7,No
720,1,133,4577,693,65,14,4,2,2,2,0,Yes
721,7,28,4553,408,80,11,20,20,7,11,10,No
722,1,103,5396,929,55,12,10,10,7,0,8,No
723,20,151,6796,562,50,14,18,4,3,1,3,Yes
724,7,213,7625,827,33,13,10,9,7,1,8,No
725,10,95,7412,608,68,11,9,9,7,0,7,No
727,15,21,11159,1018,39,15,10,7,7,7,7,No
728,1,37,4960,703,42,12,20,7,7,1,7,No
729,21,285,10475,580,48,21,20,18,13,1,12,No
730,58,174,14814,970,59,19,32,5,1,1,3,No
731,71,204,19141,427,73,15,23,21,6,12,6,No
732,1,206,5405,1179,84,14,10,2,2,2,2,No
733,6,286,8793,294,32,21,9,9,7,1,7,No
734,71,147,19189,314,59,12,22,22,7,2,10,No
738,14,144,3875,316,54,15,4,2,2,2,2,No
741,9,198,2216,654,67,13,10,7,7,3,7,Yes
742,57,207,11713,427,63,14,10,8,7,0,5,No
743,10,287,7861,168,81,14,10,1,0,0,0,No
744,11,86,3708,381,49,14,9,5,2,1,4,No
746,60,104,13770,217,49,12,28,22,2,11,13,No
747,1,288,5304,501,99,23,10,8,7,7,7,No
749,14,174,2642,1396,99,11,1,1,0,0,0,No
752,4,89,2759,933,57,12,7,2,2,2,2,Yes
754,20,90,6804,775,47,18,7,2,2,2,2,No
757,7,41,6142,970,96,11,10,5,1,4,3,No
758,3,289,2500,650,37,14,5,4,3,0,2,No
760,34,290,6389,141,44,15,12,8,3,3,6,No
762,50,177,11103,832,81,11,30,10,7,1,1,No
763,9,291,2342,804,86,20,5,4,2,2,3,No
764,7,272,6811,975,55,19,9,7,6,0,7,No
766,14,144,2297,1090,83,14,2,2,2,2,2,No
769,8,45,2450,346,86,17,19,2,2,2,2,No
771,41,292,5093,1225,61,11,16,1,0,0,0,No
772,22,25,5309,430,80,15,10,10,8,4,7,No
773,9,293,3057,268,92,13,6,1,0,0,1,No
775,28,15,5121,167,32,14,7,0,0,0,0,No
776,12,294,16856,621,31,11,34,34,6,1,16,No
780,9,68,2686,527,63,13,10,10,9,7,8,Yes
781,1,295,6180,883,32,23,6,6,5,1,4,No
783,19,69,6632,954,46,13,9,8,7,3,1,No
784,9,111,3505,310,79,18,2,2,2,0,2,No
785,20,296,6397,719,77,12,8,5,4,1,3,Yes
786,1,297,6274,304,60,22,6,6,5,1,4,No
787,16,298,19859,725,78,13,24,5,2,1,4,Yes
789,54,299,7587,1434,76,15,10,10,7,0,9,No
791,49,33,4258,715,41,18,5,4,3,1,2,No
792,5,176,4364,575,71,14,5,2,2,2,0,No
793,7,277,4335,657,66,12,11,8,7,1,1,No
796,1,233,5326,1146,38,17,6,4,3,1,2,Yes
797,9,13,3280,182,72,16,10,4,2,1,3,No
799,28,264,5485,376,95,11,9,5,3,1,4,No
800,20,271,4342,829,84,19,5,4,2,1,1,No
802,9,300,2782,571,82,13,6,5,3,4,3,No
803,31,301,5980,240,75,12,17,15,7,4,12,No
804,9,72,4381,121,86,11,6,6,5,1,3,No
805,14,302,2572,384,72,16,3,3,2,0,2,No
806,3,303,3833,921,38,21,7,2,2,0,2,No
807,59,2,4244,791,38,24,8,8,7,3,7,No
808,1,64,6500,1111,93,17,6,3,2,1,2,No
809,63,204,18430,570,66,13,24,24,7,14,9,No
811,3,304,1601,1243,63,21,1,0,0,0,0,Yes
812,11,94,2694,1092,60,11,1,1,0,0,0,No
813,8,8,3149,1325,82,20,9,5,2,1,4,No
815,58,127,17639,691,64,16,30,4,3,0,3,No
816,3,305,2319,805,36,11,1,1,0,0,0,Yes
817,15,306,11691,213,49,11,14,13,9,3,7,No
819,1,241,5324,118,69,15,6,3,2,0,2,Yes
820,30,50,16752,202,33,11,26,26,14,3,0,No
823,28,122,5228,676,35,15,10,9,7,0,5,No
824,9,163,2700,1252,81,24,10,10,7,0,7,No
825,23,219,19246,286,31,12,40,31,15,13,8,Yes
826,9,217,2506,1258,40,13,7,2,2,2,2,No
827,28,307,6062,932,43,13,8,4,3,0,2,No
828,9,22,4382,890,46,17,5,2,2,2,1,Yes
829,40,61,2143,1041,36,13,8,5,2,0,4,No
830,28,174,6162,859,98,12,14,14,13,6,8,No
832,22,111,5094,720,51,14,10,1,0,0,0,No
833,28,308,6877,946,52,24,12,0,0,0,0,No
834,9,41,2274,252,95,14,1,1,0,0,0,No
836,28,309,4434,933,98,13,10,9,8,7,8,No
837,59,236,6288,471,45,15,13,4,3,1,2,No
838,4,36,2553,702,100,16,6,5,2,1,3,No
840,29,140,7654,1184,43,18,9,9,8,7,7,Yes
842,1,177,5160,436,37,16,12,9,7,7,3,Yes
843,58,142,17159,589,94,24,22,4,1,1,0,No
844,15,186,12808,269,42,16,9,9,8,0,8,No
845,10,310,10221,950,59,21,17,8,5,1,6,No
846,1,311,4779,760,81,20,8,8,7,7,5,No
847,40,130,3737,829,88,19,4,3,2,0,2,No
848,4,229,2366,887,88,14,8,8,7,1,7,Yes
850,49,6,1706,443,50,11,0,0,0,0,0,No
851,12,38,16307,1318,66,14,29,20,6,4,17,No
852,7,150,5933,625,50,12,10,5,2,2,3,No
854,9,236,3424,180,65,13,6,4,3,0,1,No
855,1,312,4037,586,48,22,9,9,8,0,8,No
856,9,240,2559,1343,53,11,6,6,5,1,1,No
857,1,313,6201,928,56,14,18,18,14,4,11,No
859,1,213,4403,117,73,11,8,5,2,0,3,No
861,4,204,3761,1012,75,12,10,5,4,0,3,No
862,29,314,10934,661,78,18,35,5,2,0,4,No
864,29,165,10761,930,74,12,18,5,4,0,2,No
865,33,245,5175,638,91,12,9,5,3,1,3,No
867,72,243,13826,890,81,22,31,9,8,0,0,No
868,1,39,6334,342,66,19,9,1,0,0,0,No
869,40,117,4936,1169,63,13,6,5,1,0,4,No
872,28,315,4775,1230,33,22,4,2,2,2,2,No
874,3,316,2818,986,62,24,10,3,2,0,2,No
875,4,70,2515,1271,35,14,8,2,1,2,2,No
878,40,317,2342,1278,77,21,6,5,4,0,3,No
879,1,200,4194,141,98,18,5,5,3,0,3,No
880,10,115,10685,607,66,20,17,17,14,5,15,No
881,4,160,2022,130,96,19,10,10,2,7,8,Yes
882,11,196,2314,300,61,12,4,3,0,0,2,No
885,1,294,4256,583,87,12,5,5,2,0,3,No
887,9,64,3580,1418,36,16,7,4,2,0,2,No
888,11,318,3162,1269,46,17,6,5,2,3,4,No
889,20,120,6524,379,48,14,10,10,8,5,3,No
893,14,120,2899,395,98,19,3,2,2,1,2,No
894,8,319,5231,1265,95,13,17,5,3,1,3,No
895,9,85,2356,1222,48,19,8,6,4,0,2,No
896,14,106,2800,341,48,19,5,3,2,0,2,Yes
897,38,18,11836,868,73,14,28,2,0,2,2,No
899,10,252,10903,672,78,16,16,13,10,4,8,No
900,48,271,2973,1231,54,15,10,5,4,0,0,No
901,58,90,14275,102,72,18,33,12,9,3,8,No
902,59,320,5562,422,33,13,12,5,2,2,2,No
903,1,321,4537,249,35,22,8,7,6,7,7,No
904,54,198,7642,1252,32,13,10,10,0,0,9,No
905,51,206,17924,881,98,11,31,31,6,14,7,No
909,34,90,5204,1383,42,11,13,5,4,0,4,No
910,40,322,2277,1075,57,11,7,4,3,0,3,No
911,3,323,2795,374,87,24,1,1,0,0,1,Yes
912,3,18,2532,1086,62,14,8,4,3,0,3,No
913,9,305,2559,661,61,13,8,8,7,7,1,No
916,1,220,4908,821,98,14,4,4,2,0,2,No
918,5,324,2380,781,57,14,3,1,0,0,0,Yes
920,28,325,4765,177,55,21,4,1,0,0,0,No
922,14,22,2044,500,49,13,2,2,2,0,2,Yes
923,9,71,2693,1427,65,19,1,1,0,0,0,Yes
924,7,326,6586,1425,68,17,17,16,8,4,11,No
925,14,327,3294,1454,65,18,3,3,2,1,2,No
926,28,328,4171,617,34,19,4,3,2,0,2,Yes
927,3,201,2778,1085,57,13,10,7,7,1,0,Yes
930,9,58,2377,995,77,18,6,2,2,2,2,No
932,3,329,2404,1122,70,21,8,2,2,2,2,Yes
933,9,93,2318,618,76,19,1,1,1,0,0,No
934,3,62,2008,546,83,14,1,1,0,1,0,No
936,1,149,6244,462,68,17,10,5,4,0,3,No
939,9,330,2799,1198,100,11,6,3,2,0,2,No
940,17,209,10552,1272,37,13,24,6,0,0,4,No
941,14,81,2329,154,41,15,13,7,7,5,2,No
942,7,331,4014,1137,51,25,10,10,6,0,7,No
944,25,332,7403,527,51,11,29,26,9,1,7,No
945,9,221,2259,1469,51,17,13,0,0,0,0,No
947,24,31,6932,1188,45,13,9,9,8,0,0,No
949,9,13,4678,188,65,18,8,6,2,0,1,No
950,15,178,13582,1333,80,13,15,15,12,5,11,No
951,11,333,2332,1184,70,20,5,3,0,0,2,No
952,14,334,2413,867,36,18,1,1,0,0,0,Yes
954,29,335,9705,658,67,12,11,1,0,0,0,No
956,20,64,4294,1283,52,12,7,7,7,0,7,No
957,3,165,4721,263,59,13,20,18,13,2,17,No
958,3,163,2519,938,79,21,16,11,8,3,9,No
959,14,336,2121,419,37,13,1,1,0,0,0,Yes
960,3,299,2973,129,84,19,1,1,0,0,0,Yes
961,7,337,5855,616,41,11,10,9,7,8,5,No
964,4,219,3617,1469,35,14,3,1,1,0,0,No
966,28,338,6725,498,93,12,8,8,7,6,3,No
967,29,339,10325,530,51,11,16,16,7,3,7,Yes
969,7,161,6949,1069,42,14,6,5,0,1,4,No
970,29,182,10609,625,46,11,17,14,1,11,7,Yes
972,39,340,4447,805,57,12,9,9,7,0,8,No
974,48,271,2157,1404,84,15,3,3,1,0,2,No
975,1,58,4601,1219,86,16,5,5,2,1,0,No
976,30,320,17099,1053,70,15,26,9,8,7,8,No
977,9,341,2479,289,51,24,7,1,0,0,0,Yes
981,12,228,14852,1376,45,13,22,17,13,15,2,No
982,29,168,7264,231,62,11,10,8,4,7,7,No
983,24,186,5666,152,85,13,6,5,3,1,3,No
984,29,196,7823,882,92,13,12,10,9,0,8,No
985,29,111,7880,903,41,18,9,8,7,0,7,No
986,73,342,13194,1479,100,16,22,1,0,0,0,Yes
987,31,343,5067,1379,64,19,20,19,10,2,7,No
990,24,25,5079,1229,84,13,12,7,7,0,7,No
991,49,344,2321,335,46,22,4,3,2,1,2,Yes
992,74,39,17444,722,38,11,10,10,8,6,0,No
994,9,285,2404,906,92,20,3,0,0,0,0,Yes
995,9,161,3452,461,53,18,5,3,2,0,2,No
996,3,45,2270,974,91,14,8,5,3,0,2,No
997,58,345,17399,1126,66,22,32,5,4,1,3,No
998,59,346,5488,827,84,13,6,6,5,1,2,No
999,43,273,19419,840,64,17,21,18,16,0,11,No
1001,3,61,2811,1134,37,14,4,2,2,2,2,No
1002,39,165,3633,248,42,15,9,9,8,0,8,No
1003,1,19,4163,955,83,17,9,9,0,0,7,No
1004,9,347,2132,138,48,11,7,5,2,0,1,Yes
1005,67,11,13973,939,95,18,22,12,11,1,5,No
1006,4,9,2684,1391,66,17,3,2,1,0,2,No
1007,10,147,10845,566,75,13,13,8,7,0,7,No
1009,28,147,4377,1206,41,15,5,4,2,3,2,No
1010,3,348,3743,622,39,24,5,4,2,0,2,Yes
1011,31,72,4148,853,96,12,4,4,3,0,3,No
1012,49,117,1051,287,73,15,0,0,0,0,0,No
1013,10,174,10739,1441,56,11,22,10,7,0,8,No
1014,17,47,10388,583,57,11,16,16,10,10,1,No
1015,15,349,11416,153,73,12,9,8,7,1,7,No
1016,9,350,2600,1097,98,15,1,1,0,0,0,Yes
1017,5,121,2422,109,60,17,4,3,2,1,2,Yes
1018,28,196,5472,1066,32,12,8,8,7,1,3,No
1019,3,351,2451,217,94,15,4,4,3,1,1,No
1022,7,111,4240,277,97,13,19,2,2,2,2,No
1024,17,58,10999,1355,78,14,27,15,11,4,8,No
1025,28,147,5003,549,42,14,8,2,2,2,1,No
1026,67,90,12742,466,65,16,21,21,6,11,8,No
1027,28,220,4227,1055,47,18,4,3,2,2,2,No
1028,3,352,3917,802,45,20,3,3,2,1,2,No
1029,18,353,18303,265,90,13,21,1,0,0,0,No
1030,3,220,2380,804,64,18,8,1,0,0,0,No
1032,67,339,13726,715,69,13,30,5,3,4,3,No
1033,7,354,4777,1141,61,15,15,1,0,0,0,Yes
1034,59,209,6385,135,62,14,17,8,7,6,7,No
1035,75,235,19973,247,55,22,21,21,16,5,10,No
1036,1,167,6861,1035,42,12,19,1,0,0,0,No
1037,24,185,4969,265,79,18,7,2,2,2,2,Yes
1038,18,25,19845,266,57,15,33,32,14,6,9,Yes
1039,38,19,13320,1448,53,18,23,12,11,11,11,No
1040,24,28,6347,145,95,12,19,18,7,0,13,No
1042,3,72,2743,885,43,16,18,17,13,15,14,Yes
1043,6,165,10880,945,82,13,21,21,6,2,8,No
1044,65,254,2342,1038,88,19,3,2,2,2,2,No
1045,12,259,17650,1234,90,13,26,9,3,1,1,No
1046,11,147,4025,1109,69,12,10,8,7,7,7,No
1047,1,254,9725,216,75,11,16,15,1,0,9,No
1048,53,355,11904,1089,66,14,14,6,4,0,4,No
1049,40,121,2177,788,36,16,6,6,3,0,4,No
1050,21,122,7525,124,38,12,30,15,7,6,12,No
1052,8,356,4834,660,81,14,9,1,0,0,0,Yes
1053,4,357,2042,342,57,14,6,3,2,1,2,Yes
1055,14,89,2220,1333,87,19,1,1,1,0,0,No
1056,14,358,1052,1144,74,22,1,1,0,0,0,No
1060,4,149,2821,1186,44,16,8,2,2,2,2,No
1061,23,56,19237,1464,62,11,29,8,1,7,7,No
1062,7,359,4107,124,35,15,8,4,3,0,1,No
1066,1,360,8396,300,74,14,8,7,7,7,5,No
1068,4,86,2007,921,66,13,5,5,3,1,3,No
1069,23,45,19627,430,40,17,23,2,2,2,2,No
1070,29,58,10686,1082,41,11,13,9,4,7,0,No
1071,4,179,2942,1240,63,19,18,5,4,0,3,No
1073,10,320,8858,796,51,11,15,14,8,7,8,No
1074,51,361,16756,444,40,15,31,9,7,6,2,No
1076,29,36,10798,415,79,13,18,1,0,0,0,No
1077,48,85,2323,769,54,14,2,2,2,0,2,Yes
1079,3,175,1416,1334,36,13,1,1,0,1,0,Yes
1080,33,362,4615,1003,74,23,19,16,13,1,7,No
1081,9,363,2461,1323,34,12,18,10,0,2,7,Yes
1082,26,351,8722,1366,72,12,10,10,7,1,9,Yes
1083,3,207,3955,192,59,16,6,5,3,1,3,No
1084,28,105,9957,1176,85,15,7,6,2,0,2,No
1085,9,93,3376,509,43,13,10,10,6,0,8,No
1088,17,364,8823,330,65,18,20,19,9,1,9,No
1092,17,152,10322,1492,61,20,14,11,10,11,1,No
1094,11,111,4621,1277,87,19,3,3,2,1,2,No
1096,6,203,10976,1091,65,18,23,3,2,1,2,No
1097,33,306,3660,857,59,13,10,8,7,1,7,No
1098,70,185,10482,1376,91,14,24,20,6,3,6,Yes
1099,17,90,7119,654,34,15,9,3,2,1,2,No
1100,29,362,9582,1204,86,22,9,8,7,4,7,Yes
1101,2,365,4508,827,54,22,14,13,7,3,8,Yes
1102,3,12,2207,895,50,16,4,4,2,2,2,No
1103,59,211,7756,618,45,17,7,6,2,0,4,No
1105,1,19,6694,309,88,14,8,1,0,0,0,No
1106,3,366,3691,1219,32,15,7,7,7,5,6,Yes
1107,3,98,2377,1330,37,20,1,1,1,0,0,Yes
1108,9,367,2313,1017,55,20,5,2,2,2,2,Yes
1109,30,37,17665,469,35,17,23,22,6,13,7,No
1111,5,368,2596,1009,45,15,1,1,0,0,0,Yes
1113,20,11,4728,959,81,14,5,0,0,0,0,Yes
1114,20,148,4302,970,30,17,4,3,2,0,2,No
1115,49,21,2979,697,40,17,6,0,0,0,0,No
1116,51,227,16885,1262,35,22,27,5,4,2,1,No
1117,24,41,5593,1050,65,13,15,15,10,4,12,No
1118,17,120,10445,994,87,19,18,8,6,4,0,No
1119,29,14,8740,770,73,14,9,8,7,2,7,No
1120,9,128,2514,1107,93,22,11,7,5,1,7,No
1121,10,369,7655,950,93,17,10,9,7,1,7,No
1124,12,111,17465,406,52,12,23,12,9,4,9,No
1125,29,148,7351,130,32,16,10,1,0,0,0,No
1126,6,72,10820,1082,83,11,18,8,7,0,1,No
1127,36,25,12169,203,84,11,21,18,7,11,5,Yes
1128,23,168,19626,1308,44,14,21,20,7,4,9,No
1131,9,322,2070,984,70,11,2,2,2,2,2,No
1132,39,102,6782,439,70,15,9,5,4,0,3,No
1133,13,96,7779,217,78,20,18,11,9,0,9,No
1135,48,74,2791,793,67,12,3,2,2,2,2,No
1136,9,354,3201,1451,67,17,6,5,3,0,4,No
1137,20,45,4968,1182,54,11,5,5,2,0,2,No
1138,38,203,13120,174,56,17,22,9,8,2,3,No
1140,31,31,4033,1003,95,11,5,3,2,0,2,No
1143,4,150,3291,490,61,14,8,7,5,1,1,No
1148,8,161,4272,188,56,19,16,1,0,0,0,No
1150,28,201,5056,718,79,15,10,10,7,1,2,No
1152,40,306,2844,433,37,13,7,7,6,5,0,No
1154,4,89,2703,773,39,14,3,3,1,0,2,No
1156,11,127,1904,247,80,12,0,0,0,0,0,Yes
1157,1,281,8224,603,77,17,6,5,2,0,3,Yes
1158,3,370,4766,167,46,11,6,1,0,0,0,No
1160,5,245,2610,874,72,12,2,2,2,2,2,Yes
1161,7,36,5731,367,52,13,9,6,2,1,3,No
1162,9,217,2539,199,55,13,4,4,2,2,2,No
1163,1,371,5714,1400,70,20,6,6,5,1,3,No
1164,40,372,4323,528,100,17,6,5,4,1,4,No
1165,29,272,7336,408,45,13,11,11,8,3,10,Yes
1166,27,373,13499,593,88,17,20,18,7,2,13,No
1167,60,374,13758,481,44,12,22,21,9,13,14,Yes
1171,1,289,5155,647,45,13,9,6,4,1,5,No
1172,3,147,2258,982,58,12,10,8,0,1,7,No
1173,3,266,3597,477,49,22,6,4,3,1,2,No
1175,3,375,2515,1485,79,11,1,1,1,0,0,Yes
1177,3,225,4420,1384,82,22,8,8,7,0,7,No
1179,1,149,6578,852,72,18,10,10,3,1,4,No
1180,2,112,4422,902,92,13,16,1,1,0,0,No
1182,10,180,10274,819,44,18,15,7,7,6,4,No
1184,59,376,5343,669,97,20,14,13,9,4,9,No
1185,5,259,2376,636,47,13,2,2,2,2,2,No
1188,1,356,5346,1372,85,13,7,4,3,1,3,Yes
1190,65,72,2827,862,76,12,1,1,0,0,0,No
1191,16,37,19943,718,92,13,28,5,2,4,2,No
1192,3,161,3131,1401,54,13,10,10,8,0,8,No
1193,9,231,2552,645,54,25,1,1,1,0,0,No
1195,9,377,4477,1457,83,19,7,3,2,0,2,No
1196,28,320,6474,977,56,13,14,14,8,3,11,No
1198,3,378,3033,805,87,12,2,2,2,1,2,No
1200,9,107,2936,1097,96,11,6,6,4,0,2,Yes
1201,16,147,18606,1223,50,18,26,7,7,4,7,No
1202,9,30,2168,942,69,18,6,5,4,1,3,No
1203,4,186,2853,1256,48,11,1,0,0,0,0,Yes
1204,12,379,17048,1402,69,23,28,26,15,15,9,No
1206,49,39,2290,111,74,13,6,0,0,0,0,No
1207,40,41,3600,147,99,13,5,5,4,1,4,No
1210,49,380,2107,906,95,17,5,1,0,0,0,Yes
1211,1,72,4115,1329,61,19,8,4,3,0,3,No
1212,20,120,4327,1184,62,12,5,0,0,0,0,No
1215,47,376,17856,1421,30,22,32,2,2,2,2,No
1216,3,146,3196,1179,78,12,6,6,5,3,3,No
1217,23,252,19081,1450,52,11,25,4,2,0,3,No
1218,1,200,8966,1361,94,15,15,7,7,1,7,No
1219,3,381,2210,984,97,13,1,1,0,0,0,Yes
1220,20,277,4539,1146,82,12,10,10,7,0,1,No
1221,3,174,2741,917,60,14,7,7,7,1,7,No
1224,8,364,3491,853,49,13,10,10,7,8,9,No
1225,33,73,4541,200,32,25,20,20,11,13,17,No
1226,14,21,2678,654,43,17,2,2,1,2,2,No
1228,28,6,7379,150,60,11,12,6,3,1,4,No
1231,76,292,6272,179,79,16,10,4,3,0,3,No
1233,1,239,5220,696,52,18,12,11,7,1,9,No
1234,5,333,2743,116,77,20,2,2,2,2,2,No
1235,2,11,4998,1316,38,14,10,8,7,0,7,No
1237,10,304,10252,363,77,21,17,7,7,7,7,No
1238,9,220,2781,117,60,13,15,14,10,4,10,No
1239,1,382,6852,107,84,12,7,5,1,1,3,No
1240,1,271,4950,1356,57,14,5,4,3,1,1,No
1241,9,383,3579,1465,63,21,12,11,9,5,7,No
1242,27,195,13191,458,60,17,20,1,0,0,0,No
1243,54,319,10377,1212,78,11,16,13,2,4,12,No
1244,9,384,2235,1103,42,14,9,9,7,6,8,No
1245,6,385,10502,966,53,17,33,5,4,1,4,No
1246,9,25,2011,1117,72,13,10,10,5,7,7,No
1248,49,386,1859,504,96,25,1,1,1,0,0,Yes
1249,9,176,3760,1010,97,15,3,3,2,1,2,No
1250,58,33,17779,685,85,14,36,10,9,0,9,No
1251,7,387,6833,1332,80,12,6,6,5,0,1,No
1252,7,64,6812,1062,96,19,10,10,9,1,8,No
1254,1,21,5171,326,48,17,13,6,1,0,5,No
1255,23,271,19740,920,96,14,25,8,7,0,7,No
1256,16,54,18711,1098,85,13,23,1,0,0,0,No
1257,4,102,3692,469,46,12,12,11,10,0,7,No
1258,3,138,2559,969,76,11,7,1,0,0,0,No
1259,9,179,2517,1167,76,11,5,5,3,0,3,No
1260,7,186,6623,1329,82,11,6,6,0,1,0,No
1263,23,29,18265,715,76,12,25,1,0,0,0,No
1264,58,320,16124,694,87,14,9,7,7,1,7,No
1265,9,22,2585,1320,89,17,2,1,0,0,0,No
1267,18,59,18213,1099,88,11,26,22,9,3,10,No
1268,29,11,8380,536,82,14,10,9,8,0,8,No
1269,9,70,2994,265,57,12,1,1,0,0,1,No
1270,9,388,1223,373,47,22,1,1,0,0,1,No
1273,48,389,1118,599,73,14,1,1,0,1,0,Yes
1275,9,308,2875,583,53,20,8,8,5,2,2,No
1277,18,390,18824,1449,94,16,26,24,10,1,11,Yes
1278,77,219,13577,177,37,15,34,33,9,15,0,No
1279,5,391,2625,251,45,20,2,2,2,2,2,Yes
1280,18,148,18789,168,33,14,26,11,4,0,8,No
1281,1,200,4538,131,86,12,4,3,2,0,2,No
1282,78,392,19847,237,83,24,31,29,10,11,10,No
1283,10,103,10512,1429,67,12,25,9,7,5,4,No
1285,22,279,4444,135,46,13,15,11,8,5,10,No
1286,5,270,2154,791,44,11,5,4,2,0,2,No
1288,16,240,19190,1199,92,14,26,25,9,14,13,No
1289,79,202,4490,648,56,11,14,10,9,1,8,No
1291,9,89,3506,735,66,14,4,3,2,2,2,No
1292,33,261,2372,603,78,16,18,1,0,0,0,No
1293,29,116,10231,531,56,14,23,21,7,15,17,No
1294,28,209,5410,429,53,11,18,16,14,5,12,No
1295,17,25,7978,621,73,11,10,10,7,0,5,Yes
1296,5,85,3867,193,52,12,2,2,2,2,2,No
1297,5,393,2838,968,40,14,8,7,0,7,7,No
1298,13,107,4695,879,72,18,10,8,4,1,7,No
1299,3,151,3339,806,39,13,10,7,7,7,7,Yes
1301,9,118,2080,640,84,11,5,3,2,1,2,No
1303,9,150,2096,266,40,18,2,2,2,2,1,No
1304,1,394,6209,604,56,15,10,10,7,0,8,No
1306,63,395,18061,364,83,22,22,0,0,0,0,No
1307,30,209,17123,412,94,13,21,19,9,15,2,No
1308,9,111,2372,848,88,12,2,2,2,2,2,No
1309,8,28,4883,1089,79,18,10,10,4,1,1,Yes
1310,9,35,3904,360,93,13,6,5,2,0,3,Yes
1311,8,176,4627,1138,48,12,10,9,2,6,7,No
1312,17,28,7094,325,63,12,10,7,7,1,7,No
1314,40,396,3423,991,44,12,10,7,6,5,7,No
1315,39,74,6674,1476,55,11,10,9,8,7,5,No
1317,58,264,16880,1322,43,11,25,3,2,1,2,No
1318,29,397,9094,299,57,12,9,5,4,1,0,Yes
1319,29,398,8446,1030,64,19,10,8,7,7,7,Yes
1321,45,399,11916,634,95,23,9,9,1,0,8,No
1322,28,133,4534,524,32,11,9,8,7,1,7,No
1324,54,60,9852,587,57,19,10,10,8,9,6,No
1329,24,122,6151,256,40,13,19,19,2,11,9,No
1331,48,400,2302,1060,54,11,3,3,2,2,2,Yes
1333,3,401,2362,935,89,12,10,3,2,1,2,Yes
1334,51,132,17861,495,37,13,21,20,8,2,10,No
1336,16,39,19187,282,58,14,23,19,9,9,11,No
1338,71,252,19717,206,99,14,36,7,3,7,7,No
1340,49,58,3544,458,74,16,6,4,2,0,0,No
1344,17,103,8500,943,86,11,10,9,7,1,6,No
1346,33,36,4661,523,98,13,9,9,8,8,8,No
1349,20,95,4103,1018,66,17,10,9,3,1,7,No
1350,2,14,4249,482,87,11,9,9,6,1,1,No
1352,80,402,14026,770,84,11,33,33,9,0,10,No
1355,1,185,6893,1009,31,15,11,7,7,1,7,No
1356,1,249,6125,507,66,12,10,10,8,9,6,No
1358,3,6,3669,882,67,11,7,3,2,1,2,No
1360,10,387,10008,601,53,14,31,10,9,5,9,Yes
1361,3,395,2387,329,88,22,7,4,2,0,3,No
1362,20,57,4639,607,83,16,17,15,7,6,13,No
1363,10,90,7898,855,54,11,11,10,9,0,8,No
1364,14,271,2534,1291,98,14,5,1,0,0,0,No
1367,67,369,13142,1405,82,16,29,5,2,0,3,No
1368,11,29,1611,1124,97,15,0,0,0,0,0,No
1369,8,196,5363,817,60,12,10,9,7,0,0,No
1371,20,73,5071,793,43,20,8,6,2,0,0,No
1372,38,377,13695,267,85,17,24,19,7,3,8,Yes
1373,67,218,13402,1369,68,12,33,19,16,15,9,No
1374,49,403,2029,999,92,20,5,5,4,0,0,No
1375,7,235,6377,1202,89,20,15,12,11,11,8,No
1377,8,69,5429,285,86,13,10,8,7,7,7,No
1379,48,394,2785,703,90,14,3,1,0,0,0,Yes
1380,20,270,4614,662,67,18,5,4,2,3,2,Yes
1382,4,39,2610,693,57,11,4,4,2,0,3,No
1383,7,87,6687,404,98,11,14,14,11,4,11,No
1387,1,72,4724,736,48,11,5,5,3,0,4,No
1389,28,104,6179,330,98,15,10,10,2,6,7,Yes
1390,1,404,6120,1498,44,12,8,5,4,1,4,No
1391,21,62,10596,541,52,11,14,4,2,3,2,No
1392,2,327,5467,1200,75,14,12,6,2,3,3,No
